Id,Label,Popularity,Followers
5IREutgMnyQqRcc8r15gWk,CountryBeat,68,62974
6YzSM19LzpLH0nVKKU6Jsy,Mc Daniel,75,2125341
3CIIaeZuFYrAD6PRVyuO4U,Felipe Amorim,76,2486901
2Y3kRJYYun9lDcRMM7ulQg,MC Bruna Alves,63,113388
6m6e7D2TnV0aYMllFFwMxu,Guilherme & Benuto,75,1361443
7rXMvXRnWHaSwnVvPeUUfw,Gloria Groove,73,3489449
6TYimByryGphZCtwYopH0y,Lauana Prado,78,4877841
5tfvAC3ptwTnVXeNJ8qkYe,DJ L30,62,9194
5O30nI9WzhHuxqFZqReBQu,MC Thaizinha,62,10135
1mvpEXClANunyiHFtAXCxt,MC Rick,70,1568633
2xOLGU5UNLV3KQSFteF8ZW,Boladin 211,72,198583
54DpD2uxqh2jQtstvXxCag,Deliverymusic,62,61
4MQAbRFF5xtTAIYG8jzfZm,Dj L Martins,61,11932
5H2zqAv4kVidX9S98sanYa,GringoBeats808,59,1166
487N2T9nIPEHrlTZLL3SQs,Zé Neto & Cristiano,79,20628797
6sEfX6ntbBxeWBLggUMyyq,Medi,50,178599
3CcA9m1Ivpp5XmLt8SxUpn,Tedi Aleksandrova,47,104920
2xZOjY3LYFt8mfHuBUOBwF,Silver,37,1360
4vczAVLBVJzhMndKRCsQls,Djordan,48,109480
1WOWylyMYTYIkDJmKLeSpQ,Dessita,46,98534
39mjWoyHE5RMghSx70h7pI,DJ Damyan,45,26314
1lxHE7dVKOVaIjGOIu8svG,Emanuela,51,129965
1vAwQYTE1k5MBhNsvqphp1,Azis,54,124014
2Dj0euYPa8eiI6Ee5VLBwg,Preslava,53,233371
3Q71N3lHz2pijhljCNqOqw,Andrea,47,19909
7Cg8hnSsmbfC6fxCykWYrh,Bilyanish,38,13504
5f1C9EB4G4MrxxmWmZP5Wo,MOMO RECORDS,43,40287
583wxBpo6S1maGz1bqYekZ,Selina,38,2376
2M8DUpSnqu7TlGxEgjUocd,Danna,38,48124
4v8n02xVhZK4CmdUAuipHn,Konstantin,49,71703
7JLPN5CklYCRotAvFGw4Q1,Fiki,47,124048
1UUQq3z2RCIqSE1eiP00Jv,Marso,45,66746
21dDhxm6HACY7m7vzfInMh,SST,35,2760
556XyBuO17TCo0Bviw5nCW,V:RGO,50,143478
27m6NrJXMbLGlkoGBUy2IV,Boro Purvi,43,62652
4oopAFtLdKXCoq2XoEjDZD,Krisko,50,156236
5M7RMcbgYy45XzC51HU355,Galena,54,298135
1nRdMIjXitRbmuhwGJopDK,Tzankǎ Uraganu,0,83
48MmYtebtmsS7LjcYwGBWk,Tomas,35,860
4AZihrM3P96d5mA9kvsxxH,Tsvetelina Yaneva,45,83875
5amPFw5XVlNzP7uSKBXtai,Galin,49,138027
6NtH0d4qlaU5FakRdrdNwq,SIMONA,44,52201
4aPsL8sPDTXIR11gYfAb0i,Mirela,40,8786
696J4fiOALx5ifVKv10VbK,Adam,40,30471
29Hsg37sCbjeeCdDA0HIgt,Ivayla,34,9365
4FTXvsvz433gZR67rhxFfN,Lidia,43,61013
1cqkZpQniJhO3wvhxqVz54,Jordan,29,1969
4CrkuFqKkCWd7pJTOaGxhX,Ork. Salih Hamburg,36,265
12a4KgFut39rBB8WjeN2oL,VANE$$A,39,68679
5mNFpEfI0KApCz2Y88LYW6,Alisia,46,78616
2lKSCvxuWDRCyImWLIXqre,Don Mario,33,3266
64KEffDW9EtZ1y2vBYgq8T,Marshmello,85,33927397
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,77,5561673
0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,75,312448
718COspgdWOnwOFpJHRZHS,Luke Combs,87,11786862
4GGfAshSkqoxpZdoaHm7ky,ERNEST,72,214822
4Gso3d4CscCijv0lmajZWs,Don Toliver,88,5447635
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,88,8430343
7DXregrznS25AM30UY9sUU,King Savagge,66,406880
5CAruGjgds3QlF5ICtEnnc,Jairo Vera,71,1374201
2IAxPmQzx2NuutHe7ta7gs,Bayron Fire,66,488148
11HepfI1lj6KJHj651rZhM,Lucky Brown,73,635031
7tMukTswF8N6b0zI4rlCmg,Big Cvyu,65,28575
35oGZihZclGoTVuICPXRP9,Jere Klein,76,2352528
07WSqyexqFJM0ZeQVPqJJg,Mateo on the Beatz,69,56095
4fVe4Q8NDy3wog4lVZMlOX,EL MURCIELAGO,61,3211
1QcutbFtA6u8A2ZFTZuLSL,Panda Black,67,51302
6U574RAq08wVaurzSaqEY3,Lewis Somes,72,36582
1PANUPmT5KUDGs3Xgkhw3T,Martinwhite,62,63940
1djP5LHPEF9KvmoKJI0QPX,NEMJ,62,34328
4rRwh9ghjocFABAwIwnunp,Gittobeatz,64,17412
10VBp06W8NIgMW4JruLCC4,Kidd Voodoo,71,433149
2WcCTeyPFxpiGwlntz0X2V,Dysbit,61,13636
7hwlbJCUBQksiqlloB6x9K,Grupo Zúmbale Primo,65,209969
5NenY2Jl9wwLRxf86go4Y8,Fran C,66,115739
2OEZ0KKJrKXsRQ6hU9bbfS,Kevin Martes 13,55,242165
0x5lhIYknBUEozHuXjkwUs,Galee Galee,64,372855
22QaKKmBIH3QiotuG30W3o,Santaferia,64,1384183
3dC19P4w1BbDuwCailjybv,Nes,68,26482
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,83,11810280
2XcZshqzPKm3iZcmt73R8D,Pablo Chill-E,73,1466967
0NnUMWDCDi1snuMja6IdxH,Harry Nach,64,366607
6RhHQP5MQPD3waU29h43gZ,DJ Acres,52,5205
5cRpSxsBSMfrPgDuXDsys1,Prod Millones,51,2564
4WnChRKrzhukEIN00vy0s8,Axl Boore,55,2528
4yxLYO2imECxGYTTV7RQKb,Pailita,69,1507542
1fIJZfSmqQkuqfKNRmrS1V,El Jordan 23,69,1512660
7kvnG7JhX0ycVMVb8SP8EL,Bryartz,61,52029
6rHwFb0YjWexAYxTjm4eIj,Nickoog Clk,65,661988
2vnaEm73LHWfchNiQccNBa,El BAI,64,437417
5uwa6tAMMfNbBFIHiI6NV4,W Sound,69,221670
0dQUkvpKTvHbsTxXKcIN0S,Adan La Amenaza,60,107453
3i6lAgVHplDXb6zrjIeBeK,Kris R.,69,157410
1cUpGtXcSQsovNYEZOQgOG,Nanpa Básico,76,2739775
7a0XAaPaK2aDSqa8p3QnC7,Beéle,79,897496
2NfSBtmWe7oPw1EmetJVso,Boza,70,662133
0zO8yNnw5GQgutcIyXfGBY,ELENA ROSE,72,161085
2xmhyxkjpGNBeWXVMeVWHb,Rayo & Toby,55,484691
7GQDI5Vmxs92RsIRZzYT11,Pirlo,70,516341
0x6LwydMMHwLVnyML3s4lb,Nicole Dier,35,333
4LyGCVZ22bGCY4BaW04Uyl,Mackie,56,19554
1g9s0VQvScNH2eh7JCbzUu,R.K.M.,44,4144
3jGlU8UMMo44I2xeLQ6FD3,Dalmata,65,1916085
2P5WbTImnPSJQV4ZbQuQZ3,Bimbo el Oso Mañoso,47,5040
5J5DLfdC5YmPjVk8ljdOqU,Big Metra,60,49266
3bkz7ccHi6jiOIag1UyKkE,"KIO ""El Historiador""",46,32
3tLXPx5dsnZtsodGSf6t8E,Chris Jonex,46,5001
0eHQ9o50hj6ZDNBt6Ys1sD,Yandel,81,8117602
1zng9JZpblpk48IPceRWs8,Grupo Niche,71,3928756
28gNT5KBp7IjEOQoevXf9N,Camilo,81,19491628
0GchaVw5KfSVEm0xl0OXEe,Luis Alfonso,67,1064058
4SsVbpTthjScTS7U2hmr1X,Arcángel,84,15763979
3SUT1jjM5hzZj9TLfLZGIP,Tego Calderón,73,4788262
17SY5q1CMOZJBRuPcKWwPI,J Abdiel,71,176287
4s6Xg38sbqh4xpf4OqhVUK,iZaak,75,330572
2cPqdH7XMvwaBJEVjheH8g,Jay Wheeler,80,4464580
4PPoI9LuYeFX8V674Z1R6l,Vicente Fernández,79,11442193
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,86,23294365
1qto4hHid1P71emI6Fd8xi,Aventura,82,9146086
4cG43cUBRJWWDsRh4SW48i,Viktor Sheen,71,608161
721o1Z0J6jQupyzLt9RnEk,Yzomandias,67,500326
6gvVFtkTV4OCyQSCzGgU1h,Nik Tendo,63,380633
1jHpBumJuu1B6LCJQVh49x,SIMILIVINLIFE,55,47968
6xg3PSVEwviVyfnx3mtsPL,Saul,56,56581
52OGEbhmyukkdvJ6EDaLH1,Lil Buca Near,49,3222
4Vmja4orT3sZ2F3x3DanBZ,Hard Rico,65,164689
4V1v1oFnKe0b42lZh1QBnF,Ektor,65,335068
19HPN1TcUQ4L5gPdRIELlr,Trabo,44,12988
3qoxj1cR3W3crV51Wg38Ux,Dollar Prync,57,92541
1gRr6moof50L1b7XsbClvI,Rytmus,56,267582
3LujD0iQ9jRbSCMA39CGfO,Separ,64,369083
5RWzjEjUW2NWpSm00Ieo5X,Peter Pann,57,48979
3FgZ0agsmQ50Y9VflHdcio,Rohony,51,36466
7eKgZc26opM9g5oRiOOwlu,Manene,45,17417
2U1l35agymGrBDFeMIxVLG,Pil C,57,158237
33ngpBQcfq53FgLhpBDt8i,Luca Brassi10x,60,56137
5gRumjUBK1fHfuOlQxspJ9,ŠKWOR,53,212965
5lEkQtWa3UKlI1hj7sktcd,Calin,63,561328
5iYtjtFv6SvHX95ny4fVEz,P T K,64,180916
1bpca6RQE5kp92pIwPMBE8,Ben Cristovao,61,477675
2f1Czzz5n4BX80U6cksGr9,Kabát,61,655100
28oxY7ZfDt1BJFf8FVfpEh,Robin Zoot,55,113456
2ZHJEckf6HJXMSuD2icSSW,Sofian Medjmedj,57,84900
7KjsjftPKKarTvZlawniPi,Marstein,64,28210
1GKN1Js8fa19K23eIhOMhg,Annika,63,19806
74HomvqoUecDcUPRespyqg,Suspekt,57,126122
5FIdLxucf1EKqZfxeeXZzD,URO,57,17049
4ZwOlDVAGXQo66ykbLQ8dP,Lamin,65,68045
1d5Y2zrhRQ6R0plv652L67,Ukendt Kunstner,58,98770
2eBqkaIfoNsOPCQCQEy5fD,Benny Jamz,63,71654
2KbikmQKGiUPR2ARs1h0sq,Gilli,67,289561
2dfY7zXIP61MKHtD175hFp,Noah Carter,57,42671
7JoViNQIqOIaxcBswboN5d,Ankerstjerne,51,75092
3pVuaUisHmRfVy53qWwmql,Daniel Schulz,49,24222
3SyJZpVRYuncgXPtjAceOJ,Panamah,47,21391
5Ppbc55kNdjvxP8Tw2P8S9,APHACA,52,11235
2d7AMvzFwh5wUTuqQl3BAE,KESI,64,191575
5RaTuqY7SJHvh6MNzMagut,D1MA,60,48510
14nVYgOiwVBJIEATXIDYC8,Burhan G,58,116607
6ohx0Iujh5kRkt5BibHlXj,Frida Brygmann,51,523
3elCsuJ1JjDeAd8mjlRRX5,Blæst,51,28377
6xfKNngTw1zxViM96HSTCq,Mumle,52,12266
7nCIXUCqZmxntAGJMyls5c,Svea S,49,8814
1w2fVGZN37TieWhlqS8UwB,Tobias Rahim,58,129367
3RYYha3CC7js2PHbcBHewt,ICEKIID,57,107519
4ysmSq2N7badobfVT6YZ82,Gobs,59,59665
3Tg0bQKDqc4ONwmKywDq72,MAS,56,15459
3UaEtP4pJGDhyEzy47AMzl,Malte Ebert,55,45546
5MCNh315T9Mi2yQTD4bYkn,Dos Santos,45,2775
2GGL93jyTZ4X7uidHSJhIr,Kundo,53,10782
1GLzVjVa7bLnAcD1At98j3,Omar,50,21435
028xhPwqtWva4J0MkFHY2x,Mads Langer,54,137215
0thQkzSyTo4l3zbpibZznQ,Hjalmer,51,33859
0yqCOSZ1i0c49UUbE8AzbQ,Rasmus Seebach,61,489731
1YwMnnHvnG64fJxYSVwmN6,Branco,59,82281
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,92,79097768
4ncaw2cfA3Wlly1tBD2eWt,Yailin la Mas Viral,66,433195
5O5qjKWtduHgXxeEYbbSxz,Puyalo Pantera,60,5652
4WzBqbc7fxl2y8XrznMSqf,Candelita,48,6615
0TnOYISbd1XYRBk9myaseg,Pitbull,86,11020986
3OcvS8PzSGYMBvLdzY6g3e,Silvestre Dangond,69,5206322
6NVVcu2j3GlTJwVUnNh27B,Jose iglesia,47,36
03A4rAqMAxVwjkRIPZxZ9Y,Sacra Mr Melody,48,1921
4VVEpEhC8NcR7AqNEds42U,Chimbala,69,652855
7w0t8O8nbirfLvGJgKK0xk,Leo RD,62,64787
3Z8i7zAQr7lPwH7pUQnlXJ,Kreizy k,55,123883
7eUSP77ZhnXleSue48JWiT,El Blachy,51,20472
5rlinmh5Y0p4zfMY5qngpX,Diamond la Mafia,45,27443
4UcGO4hOufILa9qGd3KOCo,La Perversa,55,215592
4lpMINWZQ39N9joHJFmgDE,Loco Prieto Oficial,46,5085
30TfJAUX5Aeh7qKjyndmsO,Mapa Negro,52,9622
2rMFPjySMqkgBajkLKL6zo,Lomiiel,68,223686
2dHbjVgpO3NvzY8D7yZvji,Donaty,61,283828
0L7AJNWmGtSjzASON8eTDW,Papera,57,118338
1y8spb5Thg0p5ybNtdk4tu,Jezzy,59,122811
6kq4GHwUcUojGIu0ziSNXf,Amenazzy,67,3251759
6GlX3FdCQrMftGfVaWcmPZ,NTG,65,161693
5wJ6ampK4rbYM4QjhIbsGa,John Theis,45,29312
7qYeIN2r4H1kBvr0Gm9Iav,Randy,69,627237
44cW3xznP61BXbu0e7fgxn,Slayter,62,61829
12lHTAdc9T204lw5qPtasv,Foreign Teck,63,46675
0XXR1ghu7pFEcfdmhq52E9,Braulio Fogon,54,229177
1f7FtdbdaRjeeOr0gK9f3L,Luis Brown,54,49091
0b4EVanoJb8wkWF7QUA3uY,Sin Nombre,59,16038
0B4uq7LA4vdVwFPDoOcVtw,Jey One,63,336031
0tR60pwxQ5WKjPxQcKoCQ7,Messiah,62,115648
0PPgD3dY7wrxsMe021mByK,La Mas Doll,50,78216
2kF83E9c7WmW5XdqwUrJd2,Chocoleyrol,47,42624
3Y9A8EQQtWU8RStiTlzErv,Jombriel,59,47716
1YZcJWydWAbSpknMUKtD9m,Alex Krack,55,3345
2wnVvfvSkFJbtOinte4sC3,Jøtta,62,7194
70nxnxEqDQIEWneRjg2Q4O,Adolescent's Orquesta,73,1270711
27popMcDKX0XWFqlq4vTXZ,Sossa,50,11728
2Kw8bTqfGNAH3hOmR0aSsm,Bruno Marcelo,47,2493
2cXxHeHp70c1PDDo5h4Y9b,Rich Ibra,44,1245
4NMmc3Z7Yd8SJc0iSmEaZx,Vyse,44,614
3b3OoVWsX5vEeuAg0TUlPQ,Joel The B,44,284
0ehrcK1euZpC14iBSYtbgy,Hoppen,44,110
60uh2KYYSCqAgJNxcU4DA0,Hombres G,74,4566856
1Ts9of7VPZElwPQnqnDSfW,Lyanno,75,1547560
1GKIlPFdcewHtpDVCQ8zmJ,Brray,74,511379
4IMgqWorWJUqUlbULGdoBa,Youssif Elashry,57,94173
7yBuSjd5Z3w7acodk51evR,Afroto,60,2340920
33Dgas4QUk9jjh2TnolVwj,ONUY,51,8992
5CSaIf8OAstAYE5oqQeS15,Magdy El Zahar,58,552379
6mPZyiInAlfLGBJbX0echu,زاد,47,44181
3mUUUQDWnVlttF1yERxmPQ,Ilmond,61,1026490
5764EiAfWT26wi1CdLcnwz,Shehab,59,723928
5QKGejJMncXUNUb9pUFbEf,TUL8TE,63,609050
2KJgliIl1dMyeOMyCcnYv7,Bahaa Sultan,62,2855374
5rCq30EbJ3DfZPKybGZj8F,Tamer Ashour,64,4689437
2PM82jOCB674w4BL08zFVS,Muslim - مُسلِم,62,3414099
4KGzrDuN7l1lrMNuio2fUe,yousef mohamed,36,4191
3gCqbhXmiSto3R8U9YZcZM,Reda El Bahrawy,56,1525402
25P1GMgHepq6rkzRwg2DcB,Eslam Kabonga,61,1536306
4BKC2HOGEqtYz2Xbgp9N1q,Wegz,62,6038810
2GVksDv9UpY60i4CvytrZK,Cairokee,62,3340928
2iToE4LH0W9zs4hVw3A7m6,Mahmoud El Leithy,57,1437053
2KjiHtx0h8tyJXbg8aYRgu,Essam Sasa,65,5792636
5HczG7gdd89oDKY0CUyPof,Wael Jassar,61,3412553
2yV4zQzvNPMyHncf60u9sr,Lella Fadda,47,49357
4o6vIkdmHiEXZOesrJj3KO,Abyusif,58,1803545
5LtHZB7vU02HtNoOzNcVhc,Ramy Sabry,63,2912643
5OssgJlERPHTqpgpwUh01O,Said Fatla,41,5657
6bb9VI1PpPTEmdgcgjTppX,Mohamed Hamaki,61,5008596
15EdXJSvJSrjOGXsIimK0d,Ameen Khattab,56,1121042
0IiR4LJwslf6HBSdk9W3Dg,Angham,59,2608103
5OaC42gxOxSYgfmmSxe672,Farid,51,633484
2N72bJ8IYB4KZmKmxz5Xkk,Hamza Namira,58,2868398
56chSp36PsMhpQvUn1kdR3,Marwan Pablo,63,2432504
57UiSuUcw9m0MV4bC2DukM,Molotof,52,488085
63OMTYC88PAsd7ffM3ErQv,Muslim,50,1059610
4JhWEqWfwTQywn7lKkNWt5,Felo,48,238787
5miyPYjh5EcpOSqloDJPID,Ramy Gamal,58,2032045
1bfl0AU8SqmLkElptOprhC,Julión Álvarez y su Norteño Banda,86,7292160
5eumcnUkdmGvkvcsx1WFNG,Tito Double P,91,2644587
0pePYDrJGk8gqMRbXrLJC8,Luis R Conriquez,87,6808097
6pV5zH2LzjOUHaAvENdMMa,Neton Vega,84,586338
0elWFr7TW8piilVRYJUe4P,Natanael Cano,89,16532916
6dLuQ5qXxIuWc5urxfIiZR,Calle 24,77,1622872
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,83,2979580
33ScadVnbm2X8kkUqOkC6Z,Don Omar,84,13101458
7Gi6gjaWy3DxyilpF1a8Is,Junior H,91,20758302
1pgDilWYDWLoOgGjf1iHNu,Zion,75,4285825
5lFhCi03HDneWzvCxGctrT,Jory Boy,70,1860391
4DYFVNKZ1uixa6SQTvzQwJ,Ken-Y,66,371491
3LKXWvXFWrkwUzJWxzwVpW,Tony Dize,73,3830540
3TVXtAsR1Inumwj472S9r4,Drake,96,93849553
2a8z7MVhEtvZXFbgEE9ihL,triibupasta,38,1357
5K9q3ogdUech17MWE2mqlL,White Girl,34,1324
2cNMMulo6S2a0tHrwX2s6i,nublu,48,70945
6kSiYWWt4597uZNH0Cpjig,maria kallastu,34,1191
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,86,15421374
6Xb4ezwoAQC4516kI89nWz,Imogen Heap,78,652998
5vSQUyT33qxr1xAX2Tkf3A,Clams Casino,72,327751
5nZADoZFWVB90dHpk5zvXy,villemdrillem,42,14005
55I7E3FxDsnuRqr0sQSrMf,Küberünnak & Karmo,36,10624
6TsAG8Ve1icEC8ydeHm3C8,Snow Strippers,68,156448
4S18DTzCeExY2k5vi6rGWW,Florian Wahl,29,2179
6acByqWJeuaM0TX5VoY6an,5MIINUST,46,65954
6kvEy25jX5e1RtdFn1Eo3X,säm,43,6632
0Y6dVaC9DZtPNH4591M42W,TV Girl,84,8667036
1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,87,13638070
4oLeXFyACqeem2VImYeBFe,Fred again..,78,1777331
5SXuuuRpukkTvsLuUknva1,Baby Keem,78,2673347
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,78,3753531
3jNkaOXasoc7RsxdchvEVq,Chase & Status,73,1065889
2SrSdSvpminqmStGELCSNd,Stormzy,73,3013558
2Pn8JMNrnRnSpNRPPgtiWA,ibe,61,88536
6IKJyoGeFRCRDb90U6AEzp,Turisti,65,40846
5m8QXFAKCuty66pOzy9aPZ,Mirella,63,65850
0hVN0MWgK3oTTBoqBVSRwt,Sliki,57,8306
1iRlPYW9AnnyLTPfy53Mj9,Ares,53,8191
6lFrRAoT64zvrLiL1edMhk,Averagekidluke,63,24296
3Lc2yroP05lRK5z9NtQTkc,Etta,56,31660
2E93OTghhH2JKYUWt48gFK,AHTI,57,33292
3aD9K1zaLQ3G7yp9XV5E4D,Isac Elliot,59,118103
4cmLVUbkth6BauCptSGKsV,Lauri Haav,56,29806
7meg3neLTT2WR1LDjL8jze,SANNI,52,143125
0hidKEfknd2aNabseugaN2,SHRTY,53,24103
1hIZRiy8VLKDzZSk1SyjvP,Korelon,58,38892
5aF5rqONOxygQlthvJ5Wjr,KERZA,55,34111
56fNXc6wRoO6rkxs0mNtL4,Kube,50,55632
3kKa5RWsRwK2f5Xu2RHBB7,Jore & Zpoppa,53,10555
2JSX0lIYekUp6F301cTHkq,Sexmane,61,65017
3I4GcOB25cSJHa9d7Bsgji,costee,51,28118
2zd9YxlsQvA5mkZ1NarYVQ,Miriam Bryant,64,225125
0cv9YYFgE0vLVgTjMrOZup,Sara Siipola,50,16308
0PyeoSEt7RQPbjuzy3JK9O,Ege Zulu,51,27046
3bAa4FKwIgwWYHdaUJicmE,BEHM,54,121036
5lrrAnWHek9LEQgB3MCfub,OLGA,46,5984
4Q4b4S784htx6DtxcMUfMO,Robin Packalen,55,203890
4yJlK8mRoESpFoPq3sOAi5,Tupe.,49,12804
6LkMGN0t3HDNL8hIvma70r,Käärijä,59,259732
5BTRN678gL6XT4kv3TBopQ,Costi,58,51606
5ndSb0dw2ilXbSlUZ7Gm78,Juuna Chill,44,508
1p1Q1tRavrbMGCgJdf9G0H,Tomi Saario,45,3479
3YC5DVJDjyazvB8hxJSybr,KUUMAA,58,97515
4rL7vju2zGQGrzqkpzkwOo,koira,46,6829
0LjFLVs8xGlfyPxUZrG5NZ,RODEO,33,1194
4gl9wpGYA4o15ykU2FBnd3,Anna Puu,45,75672
5H34mYQz0gLcqPWIOTyDaJ,Erin,43,69786
69pjn3Oxt0azUYEw9NE4S0,Ida Paul,46,4193
5tflzG5jjh0ka3SrnOgewO,Mikael Laurent,44,1683
1fy2OEMI7TX9ayBKxErHK0,jambo,49,14441
0C1YfsZSxVHgL0Z8bngOTM,Dr. Yaro,62,26995
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,78,2499870
4acowSAiQXmdhs4DCgUQ0U,Ryflo,61,5464
1eXXCUkwhu0MRLTamWEgXE,Oskoow,61,29873
5Vf6gyVzfo8TnzrPRBg3qo,SANTA,62,137470
6Te49r3A6f5BiIgBRxH7FH,Ninho,81,10574954
7CUFPNi1TU8RowpnFRSsZV,Niska,77,5677804
7x3eTVPlBiPjXHn3qotY86,KeBlack,71,1502651
4uJNQGa3L2frXDxwgouTIw,Franglish,69,1582370
26zgIfFyTCImkHAp5gwKW8,Joé Dwèt Filé,67,725369
4v3iE7RK6SOyplsSQxZsjc,Yorssy,65,148733
2GlEiSHYEKlq9cUYDa9oZb,Lynda,65,785572
0PcU18DNfkn3pmbjy5yMFz,Genezio,68,129735
3igykO7sW43wfhSjvnETTo,Prototype,60,61037
2t0frJEIdex2PTwuLlGxDD,Carbonne,64,173251
78iJ2FMbYAFY3djO4PbWZi,La Mano 1.9,69,146038
6HCBnyTBSLdb3TFn2ayulY,Leto,69,1200183
5gqmbbfjcikQBzPB5Hv13I,Gazo,79,3319303
3YBJLs7RqR0aPGBgU27nDh,Werenoi,78,1590925
1AFQg3CpeciNbd120XZDmi,AMK,64,80057
2YRHC9O0GHvyHY38yFP434,Dadi,62,122216
3Cz37xnWAOtQEa5jfrTUbL,VEN1,65,140386
5xfBWklmIwTOoijr3nMgHB,Ramos.,58,23354
58wXmynHaAWI5hwlPZP3qL,Booba,73,3189851
7DUTsWY3RBd64vh8UtgtYA,Lacrim,72,2636436
6q87j1F6EtUxjlvkJNknFp,THEODORT,59,192568
20JMfmzDb5cjHxEoMXXMyY,Favé,67,729118
4IS4EyXNmiI2w5SRCjMtEF,Kendji Girac,65,2107610
5gs4Sm2WQUkcGeikMcVHbh,Hamza,74,1410967
6L8y2rKomt32RmT4wfwZS7,Jungeli,68,258758
7CW7QdOgRStOg7JktRuZ3E,Imen Es,64,1336354
2z2TRvloJt4EfUNQp9rHAi,Alonzo,69,2028121
2jFnPm8VeSO19i6B8blXB5,Abou Debeing,60,532094
5ZlyVrDhzKVvaZNj3b58fE,Lossa,63,24290
2rEVnwCPBeGkWMv425KoG1,AYLIVA,75,1814313
1qQLhymHXFPtP5U8KNKsm6,Apache 207,73,3101055
39KEQQAG9JhIt71g9NEVhh,Azet,71,1412260
1aS5tqEs9ci5P9KD9tZWa6,Bonez MC,77,2283442
6h1s4i4XKIYv4ErDelLDN0,Samra,69,1327562
1pOuPivcxEwA8lnpMYYVsO,SHABAB,64,183657
1yIifIA91WgmfzBcjbQB8i,Kurdo,65,880016
3qcaaPlAej44awNYKTTXCw,BERDO,16,698
07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE,65,1019453
